CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore,salaryGroup,AgeGroup,FrequencyGroup,satisfactionLevel
17072,40,Female,UK,77167,5,6,20,High,Bronze,98.83,average salary,Middle-aged Adults,High,high satisfied
17073,26,Male,Germany,77290,9,6,13,Medium,Silver,100,average salary,Young Adults,Moderate,high satisfied
17074,36,Male,UK,90977,2,2,14,High,Bronze,75.32,average salary,Middle-aged Adults,High,average satisfied
17075,62,Female,USA,59840,9,9,10,Medium,Gold,100,average salary,Older Adults,Moderate,high satisfied
17076,63,Male,Canada,54144,2,4,1,Medium,Silver,73.55,average salary,Older Adults,Low,low satisfied
17077,69,Male,UK,46211,4,4,7,Medium,Gold,71.44,low salary,Older Adults,Moderate,low satisfied
17078,36,Male,UK,108977,6,9,15,Low,Bronze,100,high salary,Middle-aged Adults,High,high satisfied
17079,40,Male,France,76198,4,3,19,High,Bronze,68.57,average salary,Middle-aged Adults,High,low satisfied
17080,44,Male,Germany,43731,8,3,16,Medium,Bronze,85.99,low salary,Middle-aged Adults,High,average satisfied
17081,44,Male,UK,33350,2,1,18,Low,Silver,48.39,low salary,Middle-aged Adults,High,low satisfied
17082,56,Female,Germany,71307,2,8,17,Low,Silver,75.35,average salary,Older Adults,High,average satisfied
17083,53,Male,Germany,82697,3,6,13,Medium,Gold,98.77,average salary,Middle-aged Adults,Moderate,high satisfied
17084,29,Female,USA,75162,1,9,1,Medium,Silver,62.31,average salary,Young Adults,Low,low satisfied
17085,44,Male,Canada,50465,9,8,9,Medium,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
17086,63,Male,USA,106716,9,6,14,Low,Silver,100,high salary,Older Adults,High,high satisfied
17087,51,Female,Canada,48994,8,10,16,Low,Bronze,100,low salary,Middle-aged Adults,High,high satisfied
17088,50,Female,France,48763,10,2,18,Medium,Gold,100,low salary,Middle-aged Adults,High,high satisfied
17089,45,Male,USA,48344,8,4,8,Medium,Silver,80.33,low salary,Middle-aged Adults,Moderate,average satisfied
17090,48,Male,Germany,69387,7,4,15,Low,Silver,88.51,average salary,Middle-aged Adults,High,average satisfied
17091,49,Female,UK,80570,2,5,20,High,Silver,93.5,average salary,Middle-aged Adults,High,high satisfied
17092,67,Female,France,69909,5,7,19,High,Silver,100,average salary,Older Adults,High,high satisfied
17093,37,Female,Canada,30906,9,8,7,Low,Bronze,100,low salary,Middle-aged Adults,Moderate,high satisfied
17094,57,Female,USA,64766,7,3,9,High,Bronze,88.82,average salary,Older Adults,Moderate,average satisfied
17095,52,Male,France,107212,6,1,10,High,Silver,80.8,high salary,Middle-aged Adults,Moderate,average satisfied
17096,48,Female,USA,100041,4,2,11,High,Gold,84.37,high salary,Middle-aged Adults,Moderate,average satisfied
17097,48,Male,Germany,70906,9,7,19,High,Silver,100,average salary,Middle-aged Adults,High,high satisfied
17098,55,Female,USA,68787,5,9,17,High,Bronze,100,average salary,Older Adults,High,high satisfied
17099,39,Male,Canada,88057,7,4,2,Medium,Gold,99.29,average salary,Middle-aged Adults,Low,high satisfied
17100,62,Female,Canada,64300,7,1,6,Medium,Silver,70.49,average salary,Older Adults,Low,low satisfied
17101,58,Male,UK,75500,2,6,4,High,Gold,89.47,average salary,Older Adults,Low,average satisfied
17102,26,Female,UK,92695,8,9,5,High,Gold,100,average salary,Young Adults,Low,high satisfied
17103,69,Female,Canada,51114,4,4,9,Medium,Silver,67.32,average salary,Older Adults,Moderate,low satisfied
17104,26,Female,Canada,115699,6,8,19,High,Bronze,100,high salary,Young Adults,High,high satisfied
17105,32,Female,Canada,117779,9,5,16,High,Bronze,100,high salary,Young Adults,High,high satisfied
17106,30,Male,France,37175,5,2,20,Low,Gold,47.64,low salary,Young Adults,High,low satisfied
17107,39,Female,USA,104197,8,9,7,Low,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
17108,33,Female,France,103848,5,10,8,Low,Silver,100,high salary,Young Adults,Moderate,high satisfied
17109,49,Female,Germany,59357,7,3,14,Low,Silver,100,average salary,Middle-aged Adults,High,high satisfied
17110,19,Male,UK,109425,1,1,5,Low,Silver,38.83,high salary,Young Adults,Low,low satisfied
17111,43,Male,USA,60742,8,10,15,Low,Gold,100,average salary,Middle-aged Adults,High,high satisfied
17112,31,Female,UK,74833,9,9,7,Medium,Bronze,100,average salary,Young Adults,Moderate,high satisfied
17113,55,Male,Germany,104717,4,7,18,Medium,Bronze,99.79,high salary,Older Adults,High,high satisfied
17114,51,Male,Canada,44143,1,6,9,Low,Gold,51.98,low salary,Middle-aged Adults,Moderate,low satisfied
17115,25,Male,UK,46004,9,1,19,High,Bronze,80.85,low salary,Young Adults,High,average satisfied
17116,53,Female,Canada,32466,5,1,9,High,Gold,58.42,low salary,Middle-aged Adults,Moderate,low satisfied
17117,38,Male,UK,38328,10,6,20,High,Gold,100,low salary,Middle-aged Adults,High,high satisfied
17118,63,Male,Germany,93221,3,5,4,High,Silver,84.59,average salary,Older Adults,Low,average satisfied
17119,60,Female,UK,44061,1,10,13,Medium,Bronze,100,low salary,Older Adults,Moderate,high satisfied
17120,45,Female,Germany,107906,2,4,14,Low,Silver,76.01,high salary,Middle-aged Adults,High,average satisfied
17121,63,Female,USA,56280,8,9,18,Medium,Gold,100,average salary,Older Adults,High,high satisfied
17122,61,Male,France,94628,6,1,16,Medium,Bronze,100,average salary,Older Adults,High,high satisfied
17123,65,Female,Germany,73545,9,6,2,Low,Bronze,100,average salary,Older Adults,Low,high satisfied
17124,23,Male,UK,68989,4,10,14,Low,Silver,99.28,average salary,Young Adults,High,high satisfied
17125,37,Male,USA,100111,4,2,10,Medium,Gold,72.77,high salary,Middle-aged Adults,Moderate,low satisfied
17126,48,Female,Germany,99414,3,8,7,High,Silver,85.04,average salary,Middle-aged Adults,Moderate,average satisfied
17127,50,Female,UK,51065,10,7,9,Low,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
17128,61,Female,Germany,37973,7,8,3,Low,Silver,99.01,low salary,Older Adults,Low,high satisfied
17129,24,Female,Germany,77045,1,7,18,High,Silver,94.16,average salary,Young Adults,High,high satisfied
17130,25,Female,Canada,53546,1,9,1,High,Bronze,68.11,average salary,Young Adults,Low,low satisfied
17131,26,Female,UK,74572,10,4,12,Low,Gold,100,average salary,Young Adults,Moderate,high satisfied
17132,19,Male,France,30043,4,2,15,High,Bronze,48.62,low salary,Young Adults,High,low satisfied
17133,34,Female,Germany,50983,3,8,13,High,Bronze,81.67,average salary,Young Adults,Moderate,average satisfied
17134,69,Male,USA,59534,1,10,6,High,Bronze,100,average salary,Older Adults,Low,high satisfied
17135,62,Male,UK,107918,8,1,19,Medium,Silver,100,high salary,Older Adults,High,high satisfied
17136,54,Male,France,72018,4,2,12,Low,Silver,53.23,average salary,Middle-aged Adults,Moderate,low satisfied
17137,59,Male,UK,31945,3,5,5,Medium,Bronze,72.12,low salary,Older Adults,Low,low satisfied
17138,61,Male,France,102264,1,9,17,High,Silver,100,high salary,Older Adults,High,high satisfied
17139,34,Male,France,97252,3,6,12,Low,Silver,81.36,average salary,Young Adults,Moderate,average satisfied
17140,55,Female,Germany,86815,3,5,8,High,Bronze,81.45,average salary,Older Adults,Moderate,average satisfied
17141,52,Male,Canada,34876,2,6,16,Low,Gold,68.05,low salary,Middle-aged Adults,High,low satisfied
17142,64,Male,UK,99308,1,8,11,Medium,Bronze,96.46,average salary,Older Adults,Moderate,high satisfied
17143,56,Male,USA,111371,5,6,11,Low,Gold,100,high salary,Older Adults,Moderate,high satisfied
17144,47,Female,USA,105250,1,7,14,Medium,Silver,71.98,high salary,Middle-aged Adults,High,low satisfied
17145,23,Male,Canada,54794,3,6,7,Medium,Gold,83.98,average salary,Young Adults,Moderate,average satisfied
17146,21,Male,USA,107744,5,3,12,High,Gold,87,high salary,Young Adults,Moderate,average satisfied
17147,68,Female,UK,119309,1,7,12,Low,Gold,96.59,high salary,Older Adults,Moderate,high satisfied
17148,54,Female,USA,63448,8,10,3,High,Gold,100,average salary,Middle-aged Adults,Low,high satisfied
17149,52,Female,UK,97869,1,10,11,Medium,Bronze,98.28,average salary,Middle-aged Adults,Moderate,high satisfied
17150,26,Male,France,46768,9,3,2,Medium,Silver,75.45,low salary,Young Adults,Low,average satisfied
17151,23,Female,Germany,32327,8,1,3,Medium,Gold,71.6,low salary,Young Adults,Low,low satisfied
17152,30,Female,Canada,92227,5,5,15,Medium,Silver,81.4,average salary,Young Adults,High,average satisfied
17153,39,Female,Canada,49381,2,3,7,Low,Gold,57.75,low salary,Middle-aged Adults,Moderate,low satisfied
17154,45,Male,USA,111663,10,8,13,Medium,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
17155,47,Female,UK,119735,9,6,18,Medium,Gold,100,high salary,Middle-aged Adults,High,high satisfied
17156,69,Male,Germany,38400,6,3,19,Low,Bronze,97.75,low salary,Older Adults,High,high satisfied
17157,53,Male,USA,119795,3,9,17,High,Bronze,100,high salary,Middle-aged Adults,High,high satisfied
17158,19,Female,Germany,47249,3,5,4,Medium,Silver,55.57,low salary,Young Adults,Low,low satisfied
17159,53,Male,UK,61264,1,6,3,High,Gold,68.54,average salary,Middle-aged Adults,Low,low satisfied
17160,25,Male,USA,94220,3,9,15,Medium,Gold,100,average salary,Young Adults,High,high satisfied
17161,62,Male,USA,62883,9,2,3,Low,Bronze,82.59,average salary,Older Adults,Low,average satisfied
17162,59,Female,Germany,94571,6,2,8,Low,Gold,88.64,average salary,Older Adults,Moderate,average satisfied
17163,67,Male,USA,82306,3,1,8,High,Bronze,73.71,average salary,Older Adults,Moderate,low satisfied
17164,26,Female,Germany,102536,1,9,7,High,Gold,81.11,high salary,Young Adults,Moderate,average satisfied
17165,18,Male,UK,80560,1,9,20,Low,Bronze,83.78,average salary,Young Adults,High,average satisfied
17166,30,Female,Germany,101405,6,10,5,Low,Bronze,100,high salary,Young Adults,Low,high satisfied
17167,67,Male,UK,75955,10,8,11,High,Silver,100,average salary,Older Adults,Moderate,high satisfied
17168,32,Male,UK,46994,8,4,18,Low,Silver,100,low salary,Young Adults,High,high satisfied
17169,49,Female,France,110561,10,7,4,Low,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
17170,51,Male,Germany,33315,6,3,10,Medium,Silver,74.54,low salary,Middle-aged Adults,Moderate,low satisfied
17171,60,Female,Canada,78230,1,4,20,Medium,Silver,71.45,average salary,Older Adults,High,low satisfied
17172,48,Female,France,64528,2,8,9,Medium,Gold,91.42,average salary,Middle-aged Adults,Moderate,high satisfied
17173,31,Male,France,43548,2,4,12,High,Gold,58.04,low salary,Young Adults,Moderate,low satisfied
17174,64,Female,Germany,55122,7,10,15,High,Silver,100,average salary,Older Adults,High,high satisfied
17175,31,Male,France,87035,6,10,2,Medium,Bronze,100,average salary,Young Adults,Low,high satisfied
17176,65,Female,France,40595,4,10,9,Low,Bronze,100,low salary,Older Adults,Moderate,high satisfied
17177,46,Female,USA,106146,2,9,14,High,Bronze,100,high salary,Middle-aged Adults,High,high satisfied
17178,64,Female,UK,58973,10,2,14,Low,Bronze,95.97,average salary,Older Adults,High,high satisfied
17179,36,Male,Canada,41189,2,1,20,Medium,Gold,42.3,low salary,Middle-aged Adults,High,low satisfied
17180,44,Male,Germany,88438,2,10,9,High,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
17181,26,Male,USA,65459,6,6,6,Medium,Gold,75.73,average salary,Young Adults,Low,average satisfied
17182,54,Male,Canada,72059,6,6,17,Low,Gold,100,average salary,Middle-aged Adults,High,high satisfied
17183,54,Female,Canada,87158,7,6,2,High,Silver,100,average salary,Middle-aged Adults,Low,high satisfied
17184,60,Male,USA,115165,2,10,14,Low,Gold,100,high salary,Older Adults,High,high satisfied
17185,45,Male,Germany,103550,9,2,15,Medium,Silver,95.06,high salary,Middle-aged Adults,High,high satisfied
17186,69,Female,UK,88181,3,1,12,High,Bronze,72.13,average salary,Older Adults,Moderate,low satisfied
17187,41,Male,USA,75968,9,10,10,Medium,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
17188,45,Male,France,68352,6,2,20,Low,Bronze,76.03,average salary,Middle-aged Adults,High,average satisfied
17189,53,Female,Canada,71862,7,8,18,Medium,Gold,100,average salary,Middle-aged Adults,High,high satisfied
17190,69,Male,France,67731,9,4,10,Medium,Gold,100,average salary,Older Adults,Moderate,high satisfied
17191,35,Male,Germany,86646,2,7,2,Low,Silver,67.44,average salary,Middle-aged Adults,Low,low satisfied
17192,42,Male,UK,114003,10,1,12,Low,Gold,88.75,high salary,Middle-aged Adults,Moderate,average satisfied
17193,52,Male,UK,115431,8,4,6,Low,Gold,91.92,high salary,Middle-aged Adults,Low,high satisfied
17194,21,Male,UK,96582,3,5,8,High,Silver,73.6,average salary,Young Adults,Moderate,low satisfied
17195,31,Female,France,71179,2,7,5,High,Bronze,80.3,average salary,Young Adults,Low,average satisfied
17196,56,Male,Germany,40267,8,7,6,Low,Silver,86.2,low salary,Older Adults,Low,average satisfied
17197,43,Male,France,77829,1,5,4,Low,Gold,72.26,average salary,Middle-aged Adults,Low,low satisfied
17198,25,Male,Canada,69445,2,6,19,Low,Gold,78.04,average salary,Young Adults,High,average satisfied
17199,41,Male,UK,51955,4,3,19,Low,Gold,69.58,average salary,Middle-aged Adults,High,low satisfied
17200,33,Male,Germany,57479,8,3,13,High,Bronze,86.37,average salary,Young Adults,Moderate,average satisfied
17201,37,Male,France,51178,5,4,4,Medium,Gold,66.2,average salary,Middle-aged Adults,Low,low satisfied
17202,32,Male,France,77607,1,5,12,High,Bronze,71.3,average salary,Young Adults,Moderate,low satisfied
17203,24,Male,France,50687,10,9,6,Low,Gold,100,average salary,Young Adults,Low,high satisfied
17204,34,Female,France,91037,9,8,18,High,Bronze,100,average salary,Young Adults,High,high satisfied
17205,39,Male,France,37228,6,1,1,Low,Gold,77.26,low salary,Middle-aged Adults,Low,average satisfied
17206,39,Male,Canada,87996,2,8,5,High,Silver,62.86,average salary,Middle-aged Adults,Low,low satisfied
17207,29,Male,UK,48656,7,7,17,Medium,Bronze,91.59,low salary,Young Adults,High,high satisfied
17208,35,Female,France,69389,1,6,17,High,Silver,45.39,average salary,Middle-aged Adults,High,low satisfied
17209,63,Male,Canada,65767,1,6,9,Medium,Bronze,88.86,average salary,Older Adults,Moderate,average satisfied
17210,64,Female,Germany,79878,9,6,13,Medium,Bronze,100,average salary,Older Adults,Moderate,high satisfied
17211,32,Male,Germany,42218,3,2,16,Low,Gold,52.21,low salary,Young Adults,High,low satisfied
17212,54,Male,Canada,93684,8,6,8,Low,Bronze,100,average salary,Middle-aged Adults,Moderate,high satisfied
17213,33,Male,Canada,106966,5,9,7,High,Bronze,95.35,high salary,Young Adults,Moderate,high satisfied
17214,22,Male,Canada,64984,2,8,10,Medium,Bronze,70.88,average salary,Young Adults,Moderate,low satisfied
17215,19,Female,Germany,117416,2,7,6,High,Silver,82.48,high salary,Young Adults,Low,average satisfied
17216,69,Female,France,98804,5,4,7,Medium,Gold,91.5,average salary,Older Adults,Moderate,high satisfied
17217,45,Male,UK,51180,2,9,12,Medium,Bronze,81.54,average salary,Middle-aged Adults,Moderate,average satisfied
17218,58,Male,France,44513,3,7,17,High,Gold,76.06,low salary,Older Adults,High,average satisfied
17219,44,Male,USA,38374,10,10,6,High,Gold,100,low salary,Middle-aged Adults,Low,high satisfied
17220,48,Male,Canada,119871,9,2,14,High,Gold,100,high salary,Middle-aged Adults,High,high satisfied
17221,58,Female,France,100130,6,3,13,High,Gold,98.91,high salary,Older Adults,Moderate,high satisfied
17222,53,Male,UK,42182,9,9,5,Medium,Gold,100,low salary,Middle-aged Adults,Low,high satisfied
17223,64,Female,France,85776,7,9,13,Medium,Silver,100,average salary,Older Adults,Moderate,high satisfied
17224,60,Female,USA,69545,1,1,19,High,Bronze,41.95,average salary,Older Adults,High,low satisfied
17225,18,Female,USA,56436,2,10,9,High,Bronze,58.2,average salary,Young Adults,Moderate,low satisfied
17226,67,Male,France,112399,9,1,15,Low,Silver,100,high salary,Older Adults,High,high satisfied
17227,46,Male,UK,68454,3,3,9,High,Silver,74.68,average salary,Middle-aged Adults,Moderate,low satisfied
17228,18,Female,France,49943,8,9,20,High,Bronze,100,low salary,Young Adults,High,high satisfied
17229,25,Female,Canada,48745,7,2,1,Medium,Bronze,42.58,low salary,Young Adults,Low,low satisfied
17230,33,Female,UK,108143,6,9,12,Medium,Gold,100,high salary,Young Adults,Moderate,high satisfied
17231,45,Male,Germany,86309,10,7,14,High,Bronze,100,average salary,Middle-aged Adults,High,high satisfied
17232,39,Male,UK,106876,8,7,17,Low,Gold,100,high salary,Middle-aged Adults,High,high satisfied
17233,35,Female,France,94580,8,3,10,Low,Silver,88.53,average salary,Middle-aged Adults,Moderate,average satisfied
17234,39,Male,France,111803,10,7,3,Medium,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
17235,58,Male,Germany,42001,8,7,4,Medium,Gold,100,low salary,Older Adults,Low,high satisfied
17236,29,Male,USA,49123,1,8,1,Medium,Bronze,73.17,low salary,Young Adults,Low,low satisfied
17237,36,Female,France,39991,7,1,20,Medium,Silver,71.6,low salary,Middle-aged Adults,High,low satisfied
17238,42,Male,USA,81667,8,7,9,Low,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
17239,67,Male,USA,63551,2,4,18,Low,Silver,83.21,average salary,Older Adults,High,average satisfied
17240,22,Female,Canada,62915,4,10,17,Medium,Silver,100,average salary,Young Adults,High,high satisfied
17241,51,Female,USA,79436,6,10,11,High,Silver,100,average salary,Middle-aged Adults,Moderate,high satisfied
17242,56,Male,UK,66626,4,7,18,High,Bronze,100,average salary,Older Adults,High,high satisfied
17243,27,Female,USA,75993,2,7,8,Medium,Bronze,79.54,average salary,Young Adults,Moderate,average satisfied
17244,64,Female,Canada,59912,2,3,1,High,Gold,37.74,average salary,Older Adults,Low,low satisfied
17245,24,Male,France,100180,2,7,11,Medium,Bronze,100,high salary,Young Adults,Moderate,high satisfied
17246,54,Female,France,118642,2,10,5,High,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
17247,64,Female,Germany,103854,7,5,13,Medium,Bronze,97.79,high salary,Older Adults,Moderate,high satisfied
17248,69,Male,USA,92003,9,3,9,High,Bronze,100,average salary,Older Adults,Moderate,high satisfied
17249,69,Male,UK,113518,10,2,11,Low,Gold,100,high salary,Older Adults,Moderate,high satisfied
17250,32,Male,Germany,108390,9,7,6,Medium,Silver,100,high salary,Young Adults,Low,high satisfied
17251,59,Female,Germany,87863,6,3,10,Medium,Gold,95.66,average salary,Older Adults,Moderate,high satisfied
17252,41,Male,Canada,101890,10,3,11,Medium,Bronze,96.59,high salary,Middle-aged Adults,Moderate,high satisfied
17253,43,Female,France,95991,3,5,11,High,Silver,74.35,average salary,Middle-aged Adults,Moderate,low satisfied
17254,43,Male,USA,84318,7,5,11,Medium,Silver,97.18,average salary,Middle-aged Adults,Moderate,high satisfied
17255,63,Male,USA,91761,8,10,12,Low,Gold,100,average salary,Older Adults,Moderate,high satisfied
17256,43,Female,France,119116,9,2,3,Medium,Gold,100,high salary,Middle-aged Adults,Low,high satisfied
17257,27,Female,Canada,68283,4,7,19,Low,Bronze,87.45,average salary,Young Adults,High,average satisfied
17258,34,Male,Canada,115040,5,10,7,High,Silver,100,high salary,Young Adults,Moderate,high satisfied
17259,31,Female,Canada,115615,1,8,20,High,Gold,90.07,high salary,Young Adults,High,high satisfied
17260,19,Male,UK,35440,5,2,14,High,Bronze,53.76,low salary,Young Adults,High,low satisfied
17261,65,Female,USA,42364,10,4,20,Low,Bronze,100,low salary,Older Adults,High,high satisfied
17262,30,Male,Canada,72086,7,6,9,High,Silver,83.37,average salary,Young Adults,Moderate,average satisfied
17263,44,Male,Canada,97194,2,1,6,Medium,Bronze,36.24,average salary,Middle-aged Adults,Low,low satisfied
17264,26,Female,France,117826,5,2,18,Medium,Bronze,91.31,high salary,Young Adults,High,high satisfied
17265,24,Male,Germany,65739,9,7,5,Low,Bronze,100,average salary,Young Adults,Low,high satisfied
17266,65,Male,Germany,74553,3,9,11,Medium,Bronze,100,average salary,Older Adults,Moderate,high satisfied
17267,27,Female,Germany,110560,2,5,9,Medium,Silver,78.62,high salary,Young Adults,Moderate,average satisfied
17268,26,Female,USA,30817,5,4,4,Medium,Bronze,60.8,low salary,Young Adults,Low,low satisfied
17269,39,Male,UK,117905,9,10,8,Low,Silver,100,high salary,Middle-aged Adults,Moderate,high satisfied
17270,40,Female,USA,99193,10,1,13,Medium,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
17271,24,Male,France,34052,4,3,6,Medium,Bronze,18.51,low salary,Young Adults,Low,low satisfied
17272,65,Male,Canada,34673,1,2,17,High,Gold,52.47,low salary,Older Adults,High,low satisfied
17273,26,Female,USA,105784,6,5,15,High,Bronze,100,high salary,Young Adults,High,high satisfied
17274,44,Male,Germany,72622,9,7,9,Medium,Gold,100,average salary,Middle-aged Adults,Moderate,high satisfied
17275,41,Male,UK,105503,4,6,3,Medium,Silver,100,high salary,Middle-aged Adults,Low,high satisfied
17276,46,Male,France,107349,9,8,2,Low,Bronze,100,high salary,Middle-aged Adults,Low,high satisfied
17277,34,Male,Canada,91062,7,10,3,Low,Bronze,100,average salary,Young Adults,Low,high satisfied
17278,37,Male,UK,70706,1,9,4,Low,Silver,78.19,average salary,Middle-aged Adults,Low,average satisfied
17279,24,Female,USA,56265,6,10,11,High,Gold,100,average salary,Young Adults,Moderate,high satisfied
17280,60,Female,USA,44726,2,4,13,High,Gold,73.39,low salary,Older Adults,Moderate,low satisfied
17281,57,Male,UK,107939,8,5,14,High,Silver,100,high salary,Older Adults,High,high satisfied
17282,24,Female,UK,115677,7,3,9,Low,Silver,80.56,high salary,Young Adults,Moderate,average satisfied
17283,45,Female,Canada,113941,7,5,14,High,Gold,91.68,high salary,Middle-aged Adults,High,high satisfied
17284,36,Female,Germany,61458,4,7,3,High,Bronze,70.83,average salary,Middle-aged Adults,Low,low satisfied
17285,37,Female,UK,54646,1,10,19,Medium,Bronze,95.74,average salary,Middle-aged Adults,High,high satisfied
17286,61,Male,Canada,107526,7,10,3,Low,Gold,100,high salary,Older Adults,Low,high satisfied
17287,56,Female,UK,55052,5,8,8,Low,Bronze,89.36,average salary,Older Adults,Moderate,average satisfied
17288,57,Female,UK,71108,5,6,11,Low,Bronze,86.97,average salary,Older Adults,Moderate,average satisfied
17289,24,Female,Germany,97817,9,4,10,High,Gold,100,average salary,Young Adults,Moderate,high satisfied
17290,23,Female,Canada,73175,3,8,13,High,Bronze,86.86,average salary,Young Adults,Moderate,average satisfied
17291,42,Female,USA,88804,5,8,1,Low,Silver,98.7,average salary,Middle-aged Adults,Low,high satisfied
17292,58,Female,Canada,32287,10,1,19,Medium,Bronze,83.64,low salary,Older Adults,High,average satisfied
17293,30,Male,Canada,65562,2,6,12,Low,Gold,60.45,average salary,Young Adults,Moderate,low satisfied
17294,56,Female,Canada,77669,5,9,6,Low,Silver,100,average salary,Older Adults,Low,high satisfied
17295,57,Female,Germany,108880,5,3,10,Medium,Gold,89.77,high salary,Older Adults,Moderate,average satisfied
17296,39,Female,Germany,70640,2,2,6,Medium,Silver,55.53,average salary,Middle-aged Adults,Low,low satisfied
17297,66,Female,France,38035,9,6,19,Low,Bronze,100,low salary,Older Adults,High,high satisfied
17298,34,Male,USA,31871,3,2,16,Medium,Bronze,50.35,low salary,Young Adults,High,low satisfied
17299,65,Male,Germany,52166,1,7,12,High,Bronze,74.4,average salary,Older Adults,Moderate,low satisfied
17300,39,Female,Germany,40293,4,8,2,Low,Bronze,81.06,low salary,Middle-aged Adults,Low,average satisfied
17301,51,Female,Canada,39986,4,5,1,High,Bronze,64.67,low salary,Middle-aged Adults,Low,low satisfied
17302,25,Female,Canada,57565,5,7,10,Low,Silver,78.26,average salary,Young Adults,Moderate,average satisfied
17303,66,Female,UK,108641,3,5,16,Low,Bronze,79.78,high salary,Older Adults,High,average satisfied
17304,62,Male,UK,49729,8,9,6,Low,Gold,100,low salary,Older Adults,Low,high satisfied
17305,35,Female,UK,110233,7,7,11,Medium,Gold,100,high salary,Middle-aged Adults,Moderate,high satisfied
17306,41,Male,Germany,65954,1,1,20,High,Gold,44.13,average salary,Middle-aged Adults,High,low satisfied
17307,59,Male,UK,48690,1,5,4,High,Bronze,54.39,low salary,Older Adults,Low,low satisfied
17308,19,Female,USA,70071,8,6,17,Low,Gold,100,average salary,Young Adults,High,high satisfied
17309,19,Female,UK,72783,5,10,10,Medium,Gold,100,average salary,Young Adults,Moderate,high satisfied
17310,44,Male,France,61581,2,8,15,Low,Gold,92.43,average salary,Middle-aged Adults,High,high satisfied
17311,31,Female,France,49474,8,7,15,Medium,Bronze,100,low salary,Young Adults,High,high satisfied
17312,65,Male,Canada,58488,8,5,13,Medium,Silver,100,average salary,Older Adults,Moderate,high satisfied
17313,56,Female,Germany,66061,7,8,20,High,Gold,100,average salary,Older Adults,High,high satisfied
17314,29,Female,France,48757,7,9,16,Medium,Bronze,98.92,low salary,Young Adults,High,high satisfied
17315,49,Female,USA,102879,10,2,10,High,Bronze,98.17,high salary,Middle-aged Adults,Moderate,high satisfied
17316,45,Female,Canada,68057,2,1,1,Medium,Gold,41.94,average salary,Middle-aged Adults,Low,low satisfied
17317,45,Male,France,98596,10,9,18,Medium,Silver,100,average salary,Middle-aged Adults,High,high satisfied
17318,63,Female,UK,58884,4,1,2,Medium,Bronze,56.78,average salary,Older Adults,Low,low satisfied
17319,42,Female,France,113495,9,9,17,Medium,Silver,100,high salary,Middle-aged Adults,High,high satisfied
17320,21,Female,France,76414,9,8,5,Medium,Gold,100,average salary,Young Adults,Low,high satisfied
17321,43,Male,Canada,31770,2,2,11,Medium,Gold,46.75,low salary,Middle-aged Adults,Moderate,low satisfied
17322,53,Female,Germany,100954,10,6,13,Low,Bronze,100,high salary,Middle-aged Adults,Moderate,high satisfied
17323,67,Male,UK,48893,2,8,16,Medium,Bronze,83.12,low salary,Older Adults,High,average satisfied
17324,20,Male,UK,36457,2,4,15,High,Gold,37.37,low salary,Young Adults,High,low satisfied
17325,18,Female,UK,77269,5,1,11,Medium,Silver,54.47,average salary,Young Adults,Moderate,low satisfied
17326,34,Male,UK,68859,8,3,1,Low,Gold,84.28,average salary,Young Adults,Low,average satisfied
17327,24,Female,Germany,44972,3,8,4,Medium,Bronze,77.06,low salary,Young Adults,Low,average satisfied
17328,65,Female,UK,103230,9,8,7,Medium,Bronze,100,high salary,Older Adults,Moderate,high satisfied
17329,22,Female,Germany,98284,1,6,19,Medium,Silver,73.88,average salary,Young Adults,High,low satisfied
17330,36,Male,Canada,45396,5,4,20,High,Gold,83.76,low salary,Middle-aged Adults,High,average satisfied
17331,56,Male,USA,42381,8,4,19,Low,Bronze,100,low salary,Older Adults,High,high satisfied
17332,63,Male,Germany,90280,2,6,3,Medium,Silver,65.45,average salary,Older Adults,Low,low satisfied
17333,51,Female,UK,100261,6,2,14,Medium,Silver,84.41,high salary,Middle-aged Adults,High,average satisfied
17334,52,Female,Canada,38290,3,5,3,Medium,Gold,52.42,low salary,Middle-aged Adults,Low,low satisfied
17335,66,Male,Canada,102361,9,10,19,High,Bronze,100,high salary,Older Adults,High,high satisfied
17336,33,Male,France,46425,7,5,14,Low,Silver,81.45,low salary,Young Adults,High,average satisfied
17337,57,Female,France,66915,9,9,2,High,Bronze,100,average salary,Older Adults,Low,high satisfied
17338,67,Male,USA,101268,6,7,13,Medium,Bronze,100,high salary,Older Adults,Moderate,high satisfied
17339,64,Female,USA,71192,9,6,5,High,Bronze,100,average salary,Older Adults,Low,high satisfied
